Fecha,Anio,Mes,Dia,NombreMes,NombreDia,Trimestre,EsFestivo,Hora,RangoHorario,Localidad,Barrio,Direccion,NomViaPrincipal,NomViaSecundaria,Cuadrante,Latitud,Longitud,TipoVehiculo,TipoServicio,SubtipoServicio,TipoIncidente,ClaseSiniestro,ObjetoFijo,CondicionClimatica,CantIncidentes,CantHeridos,CantMuertos
2025-01-12,2025,1,12,Enero,Domingo,1,1,1,Madrugada,Kennedy,El Lago,Calle 13 con Calle 127,Calle 13,Calle 127,CAI Rosario,5,-74,Motocicleta,Particular,No Aplica,Atropello,Atropello,Ninguno,Niebla,1,0,0
2024-10-03,2024,10,3,Octubre,Jueves,4,0,11,Hora Valle,Usaquén,Industrial,Avenida Carrera 68 con Carrera 15,Avenida Carrera 68,Carrera 15,CAI Suba,5,-74,Tractocamión,Particular,Carga Pesada,Volcamiento,Volcamiento,Ninguno,Húmedo,1,2,0
2022-10-27,2022,10,27,Octubre,Jueves,4,0,2,Madrugada,Usaquén,Américas,Avenida Caracas con Calle 53,Avenida Caracas,Calle 53,CAI Kennedy,5,-74,Bicicleta,No Aplica,No Aplica,Volcamiento,Volcamiento,Ninguno,Despejado,1,0,0
2022-10-13,2022,10,13,Octubre,Jueves,4,0,9,Hora Valle,Los Mártires,Olaya,Calle 26 con Carrera 15,Calle 26,Carrera 15,CAI Alhambra,5,-74,Taxi,Público,Individual,Choque con objeto fijo,Choque,Separador,Despejado,1,1,2
2025-07-18,2025,7,18,Julio,Viernes,3,0,1,Madrugada,La Candelaria,Cedritos,Carrera 30 con Carrera 50,Carrera 30,Carrera 50,CAI Restrepo,5,-74,Taxi,Público,Individual,Varado,Otros,Ninguno,Húmedo,1,2,0
2023-10-15,2023,10,15,Octubre,Domingo,4,1,23,Noche,Rafael Uribe Uribe,Olaya,Avenida Boyacá con Calle 127,Avenida Boyacá,Calle 127,CAI Restrepo,5,-74,Camión,Particular,Carga,Choque objeto fijo con lesionado,Choque,Poste,Niebla,1,0,0
2024-11-17,2024,11,17,Noviembre,Domingo,4,1,21,Noche,Engativá,El Rincón,Avenida Américas con Calle 127,Avenida Américas,Calle 127,CAI Suba,5,-74,Camioneta,Particular,No Aplica,Caida de ocupante,Caída de ocupante,Ninguno,Despejado,1,0,0
2022-01-08,2022,1,8,Enero,Sábado,1,0,22,Noche,Suba,Castilla,Calle 26 con Carrera 15,Calle 26,Carrera 15,CAI Suba,5,-74,Camión,Particular,Carga,Choque con objeto fijo,Choque,Poste,Despejado,1,1,0
2022-09-15,2022,9,15,Septiembre,Jueves,3,1,16,Hora Pico Tarde,Usme,Niza,Avenida Boyacá con Carrera 15,Avenida Boyacá,Carrera 15,CAI Alhambra,5,-74,Tractocamión,Particular,Carga Pesada,Autolesionado,Autolesionado,Ninguno,Niebla,1,2,0
2023-08-11,2023,8,11,Agosto,Viernes,3,0,12,Hora Valle,Engativá,Villas de Granada,Avenida Ciudad de Cali con Calle 72,Avenida Ciudad de Cali,Calle 72,CAI Rosario,5,-74,Tractocamión,Particular,Carga Pesada,Volcamiento,Volcamiento,Ninguno,Despejado,1,0,0
2025-05-26,2025,5,26,Mayo,Lunes,2,0,10,Hora Valle,Fontibón,Castilla,Autopista Norte con Calle 72,Autopista Norte,Calle 72,CAI Restrepo,5,-74,Automóvil particular,Particular,No Aplica,Falla semafórica,Otros,Ninguno,Niebla,1,2,0
2022-11-03,2022,11,3,Noviembre,Jueves,4,0,9,Hora Valle,Chapinero,Toberín,Autopista Norte con Calle 53,Autopista Norte,Calle 53,CAI Restrepo,5,-74,Motocicleta,Particular,No Aplica,Volcamiento,Volcamiento,Ninguno,Húmedo,1,2,0
2022-08-20,2022,8,20,Agosto,Sábado,3,0,2,Madrugada,Usaquén,Industrial,Calle 13 con Calle 63,Calle 13,Calle 63,CAI Kennedy,5,-74,Motocicleta,Particular,No Aplica,Varado,Otros,Ninguno,Despejado,1,2,0
2024-12-11,2024,12,11,Diciembre,Miércoles,4,0,12,Hora Valle,San Cristóbal,Américas,Avenida Caracas con Calle 53,Avenida Caracas,Calle 53,CAI Kennedy,5,-74,Motocicleta,Particular,No Aplica,Caida de ocupante,Caída de ocupante,Ninguno,Lluvia,1,0,0
2023-11-18,2023,11,18,Noviembre,Sábado,4,0,17,Hora Pico Tarde,Usaquén,7 de Agosto,Calle 13 con Carrera 24,Calle 13,Carrera 24,CAI Restrepo,5,-74,Bicicleta,No Aplica,No Aplica,Falla semafórica,Otros,Ninguno,Despejado,1,0,0
2023-03-12,2023,3,12,Marzo,Domingo,1,1,13,Hora Valle,Santa Fe,Modelia,Calle 13 con Calle 72,Calle 13,Calle 72,CAI Venecia,5,-74,Bicicleta,No Aplica,No Aplica,Choque simple,Choque,Ninguno,Despejado,1,0,0
2022-10-03,2022,10,3,Octubre,Lunes,4,0,19,Noche,La Candelaria,Alquería,Calle 13 con Carrera 15,Calle 13,Carrera 15,CAI Chicó,5,-74,Camioneta,Particular,No Aplica,Caida de ocupante,Caída de ocupante,Ninguno,Húmedo,1,1,0
2023-08-25,2023,8,25,Agosto,Viernes,3,0,22,Noche,Engativá,Olaya,Avenida Américas con Calle 45,Avenida Américas,Calle 45,CAI Rosario,5,-74,Camioneta,Particular,No Aplica,Volcamiento,Volcamiento,Ninguno,Despejado,1,0,0
2024-07-30,2024,7,30,Julio,Martes,3,0,3,Madrugada,Puente Aranda,Restrepo,Avenida Boyacá con Calle 53,Avenida Boyacá,Calle 53,CAI Salitre,5,-74,Automóvil particular,Particular,No Aplica,Varado,Otros,Ninguno,Lluvia,1,1,0
2022-07-07,2022,7,7,Julio,Jueves,3,0,15,Hora Valle,San Cristóbal,Galerías,Avenida Carrera 68 con Carrera 50,Avenida Carrera 68,Carrera 50,CAI Salitre,5,-74,Motocicleta,Particular,No Aplica,Varado,Otros,Ninguno,Niebla,1,2,0
2023-04-07,2023,4,7,Abril,Viernes,2,1,21,Noche,Fontibón,Salitre,Avenida Ciudad de Cali con Calle 72,Avenida Ciudad de Cali,Calle 72,CAI Alhambra,5,-74,Bicicleta,No Aplica,No Aplica,Caída de objetos en vía,Otros,Árbol,Niebla,1,0,0
2025-07-26,2025,7,26,Julio,Sábado,3,1,0,Madrugada,Tunjuelito,El Lago,Avenida Ciudad de Cali con Calle 6,Avenida Ciudad de Cali,Calle 6,CAI Venecia,5,-74,Bicicleta,No Aplica,No Aplica,Choque con lesionado,Choque,Ninguno,Niebla,1,0,1
2025-02-11,2025,2,11,Febrero,Martes,1,0,14,Hora Valle,Rafael Uribe Uribe,Restrepo,Calle 80 con Carrera 24,Calle 80,Carrera 24,CAI Salitre,5,-74,Camión,Particular,Carga,Atropello con fatalidad,Atropello,Ninguno,Húmedo,1,3,0
2022-06-21,2022,6,21,Junio,Martes,2,0,2,Madrugada,Ciudad Bolívar,Américas,Autopista Norte con Calle 45,Autopista Norte,Calle 45,CAI Rosario,5,-74,Bus SITP,Público,SITP Zonal,Choque con lesionado,Choque,Ninguno,Lluvia,1,0,0
2025-04-18,2025,4,18,Abril,Viernes,2,0,7,Hora Pico Mañana,Bosa,Venecia,Carrera 30 con Calle 6,Carrera 30,Calle 6,CAI Restrepo,5,-74,Bus SITP,Público,SITP Zonal,Choque simple,Choque,Ninguno,Lluvia,1,3,0
2025-07-25,2025,7,25,Julio,Viernes,3,0,9,Hora Valle,Antonio Nariño,Fucha,Calle 11 Sur con Carrera 12D,Calle 11 Sur,Carrera 12D,CAI Fucha,5,-74,Bus SITP,Público,SITP Zonal,Choque con objeto fijo,Choque,Separador,Despejado,1,0,0
2025-04-12,2025,4,12,Abril,Sábado,2,0,0,Madrugada,Bosa,La Estación,Autopista Sur con Carrera 77G,Autopista Sur,Carrera 77G,CAI Terminal Sur,5,-74,Camioneta,Particular,No Aplica,Autolesionado,Autolesionado,Ninguno,Lluvia,1,0,0
2022-08-19,2022,8,19,Agosto,Viernes,3,0,7,Hora Pico Mañana,Kennedy,Galerías,Avenida Caracas con Calle 100,Avenida Caracas,Calle 100,CAI Chicó,5,-74,Motocicleta,Particular,No Aplica,Choque simple,Choque,Ninguno,Despejado,1,1,0
2025-06-08,2025,6,8,Junio,Domingo,2,1,6,Hora Pico Mañana,Teusaquillo,Arborizadora Alta,Avenida Carrera 68 con Carrera 50,Avenida Carrera 68,Carrera 50,CAI Restrepo,5,-74,Motocicleta,Particular,No Aplica,Volcamiento con lesionado,Volcamiento,Andén,Lluvia,1,1,0
2022-07-23,2022,7,23,Julio,Sábado,3,1,15,Hora Valle,Kennedy,El Rincón,Autopista Norte con Calle 53,Autopista Norte,Calle 53,CAI Restrepo,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Choque simple,Choque,Ninguno,Lluvia,1,3,0
2023-10-25,2023,10,25,Octubre,Miércoles,4,0,10,Hora Valle,Bosa,Venecia,Avenida Américas con Calle 6,Avenida Américas,Calle 6,CAI Suba,5,-74,Camión,Particular,Carga,Atropello con fatalidad,Atropello,Ninguno,Húmedo,1,0,0
2022-09-05,2022,9,5,Septiembre,Lunes,3,0,0,Madrugada,Engativá,Industrial,Calle 13 con Calle 127,Calle 13,Calle 127,CAI Alhambra,5,-74,Automóvil particular,Particular,No Aplica,Volcamiento,Volcamiento,Ninguno,Niebla,1,1,0
2024-12-25,2024,12,25,Diciembre,Miércoles,4,1,2,Madrugada,Kennedy,Banderas,Avenida Américas con Carrera 78G,Avenida Américas,Carrera 78G,CAI Banderas,5,-74,Automóvil particular,Particular,No Aplica,Volcamiento,Volcamiento,Ninguno,Despejado,1,2,0
2025-01-24,2025,1,24,Enero,Viernes,1,0,9,Hora Valle,La Candelaria,Galerías,Carrera 7 con Carrera 50,Carrera 7,Carrera 50,CAI Alhambra,5,-74,Automóvil particular,Particular,No Aplica,Varado,Otros,Ninguno,Lluvia,1,0,0
2023-03-01,2023,3,1,Marzo,Miércoles,1,0,4,Madrugada,Los Mártires,Restrepo,Avenida Américas con Calle 63,Avenida Américas,Calle 63,CAI Suba,5,-74,Buseta,Público,Transporte Tradicional TPC,Falla semafórica,Otros,Ninguno,Despejado,1,2,0
2022-12-25,2022,12,25,Diciembre,Domingo,4,1,1,Madrugada,Usaquén,Torca,Autopista Norte con Calle 235,Autopista Norte,Calle 235,CAI Peaje,5,-74,Buseta,Público,Transporte Tradicional TPC,Choque con lesionado,Choque,Ninguno,Niebla,1,0,0
2022-06-14,2022,6,14,Junio,Martes,2,0,20,Noche,Kennedy,7 de Agosto,Calle 13 con Carrera 50,Calle 13,Carrera 50,CAI Venecia,5,-74,Camioneta,Particular,No Aplica,Volcamiento con lesionado,Volcamiento,Andén,Niebla,1,3,0
2022-12-29,2022,12,29,Diciembre,Jueves,4,0,3,Madrugada,San Cristóbal,El Rincón,Carrera 7 con Calle 53,Carrera 7,Calle 53,CAI Suba,5,-74,Camioneta,Particular,No Aplica,Choque objeto fijo con lesionado,Choque,Poste,Lluvia,1,1,0
2025-01-25,2025,1,25,Enero,Sábado,1,0,14,Hora Valle,Fontibón,7 de Agosto,Calle 80 con Calle 72,Calle 80,Calle 72,CAI Chicó,5,-74,Camioneta,Particular,No Aplica,Volcamiento,Volcamiento,Ninguno,Húmedo,1,0,0
2023-10-19,2023,10,19,Octubre,Jueves,4,0,3,Madrugada,Usaquén,Alquería,Calle 26 con Carrera 50,Calle 26,Carrera 50,CAI Alhambra,5,-74,Tractocamión,Particular,Carga Pesada,Choque con objeto fijo,Choque,Separador,Niebla,1,3,0
2022-03-06,2022,3,6,Marzo,Domingo,1,1,11,Hora Valle,Teusaquillo,Castilla,Autopista Norte con Calle 6,Autopista Norte,Calle 6,CAI Chicó,5,-74,Motocicleta,Particular,No Aplica,Atropello,Atropello,Ninguno,Despejado,1,3,0
2022-03-20,2022,3,20,Marzo,Domingo,1,1,9,Hora Valle,Engativá,Niza,Avenida Carrera 68 con Calle 53,Avenida Carrera 68,Calle 53,CAI Kennedy,5,-74,Motocicleta,Particular,No Aplica,Choque objeto fijo con lesionado,Choque,Muro,Lluvia,1,1,0
2022-04-18,2022,4,18,Abril,Lunes,2,0,7,Hora Pico Mañana,Antonio Nariño,Olaya,Calle 13 con Calle 100,Calle 13,Calle 100,CAI Venecia,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Choque simple,Choque,Ninguno,Lluvia,1,0,0
2025-07-02,2025,7,2,Julio,Miércoles,3,0,20,Noche,Teusaquillo,Alquería,Avenida Ciudad de Cali con Calle 6,Avenida Ciudad de Cali,Calle 6,CAI Chicó,5,-74,Motocicleta,Particular,No Aplica,Varado,Otros,Ninguno,Niebla,1,0,0
2022-09-04,2022,9,4,Septiembre,Domingo,3,1,8,Hora Pico Mañana,Bosa,Modelia,Autopista Norte con Calle 63,Autopista Norte,Calle 63,CAI Alhambra,5,-74,Camión,Particular,Carga,Choque con objeto fijo,Choque,Separador,Lluvia,1,1,1
2022-09-20,2022,9,20,Septiembre,Martes,3,0,15,Hora Valle,Usme,Olaya,Autopista Norte con Carrera 15,Autopista Norte,Carrera 15,CAI Suba,5,-74,Camión,Particular,Carga,Choque con objeto fijo,Choque,Separador,Niebla,1,0,0
2024-03-04,2024,3,4,Marzo,Lunes,1,0,10,Hora Valle,Bosa,Salitre,Carrera 30 con Calle 72,Carrera 30,Calle 72,CAI Venecia,5,-74,Camión,Particular,Carga,Atropello con fatalidad,Atropello,Ninguno,Despejado,1,2,0
2023-12-18,2023,12,18,Diciembre,Lunes,4,0,12,Hora Valle,Tunjuelito,San Benito,Carrera 19C con Calle 58 Sur,Carrera 19C,Calle 58 Sur,CAI San Benito,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Choque objeto fijo con lesionado,Choque,Poste,Lluvia,1,0,0
2025-05-23,2025,5,23,Mayo,Viernes,2,0,6,Hora Pico Mañana,Antonio Nariño,Salitre,Calle 26 con Calle 127,Calle 26,Calle 127,CAI Kennedy,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Autolesionado,Autolesionado,Ninguno,Lluvia,1,0,0
2025-07-08,2025,7,8,Julio,Martes,3,0,14,Hora Valle,Rafael Uribe Uribe,Patio Bonito,Avenida Carrera 68 con Calle 45,Avenida Carrera 68,Calle 45,CAI Restrepo,5,-74,Bus SITP,Público,SITP Zonal,Choque objeto fijo con lesionado,Choque,Poste,Despejado,1,3,0
2024-08-12,2024,8,12,Agosto,Lunes,3,0,23,Noche,Usaquén,Industrial,Carrera 30 con Carrera 24,Carrera 30,Carrera 24,CAI Restrepo,5,-74,Bicicleta,No Aplica,No Aplica,Atropello,Atropello,Ninguno,Niebla,1,2,0
2024-09-16,2024,9,16,Septiembre,Lunes,3,1,1,Madrugada,Bosa,Alquería,Calle 26 con Carrera 50,Calle 26,Carrera 50,CAI Chicó,5,-74,Bicicleta,No Aplica,No Aplica,Caída de objetos en vía,Otros,Árbol,Lluvia,1,1,0
2022-12-13,2022,12,13,Diciembre,Martes,4,0,11,Hora Valle,Bosa,Alquería,Avenida Américas con Calle 53,Avenida Américas,Calle 53,CAI Alhambra,5,-74,Bus SITP,Público,SITP Zonal,Choque simple,Choque,Ninguno,Húmedo,1,0,0
2022-10-11,2022,10,11,Octubre,Martes,4,0,2,Madrugada,La Candelaria,Alquería,Calle 13 con Carrera 15,Calle 13,Carrera 15,CAI Chicó,5,-74,Camioneta,Particular,No Aplica,Choque con objeto fijo,Choque,Separador,Despejado,1,0,2
2024-08-03,2024,8,3,Agosto,Sábado,3,0,17,Hora Pico Tarde,Barrios Unidos,Galerías,Avenida Boyacá con Calle 45,Avenida Boyacá,Calle 45,CAI Alhambra,5,-74,Camioneta,Particular,No Aplica,Caída de objetos en vía,Otros,Árbol,Húmedo,1,1,0
2025-01-28,2025,1,28,Enero,Martes,1,0,1,Madrugada,Usme,El Rincón,Calle 80 con Calle 53,Calle 80,Calle 53,CAI Salitre,5,-74,Camioneta,Particular,No Aplica,Choque simple,Choque,Ninguno,Húmedo,1,3,0
2022-04-01,2022,4,1,Abril,Viernes,2,0,5,Hora Pico Mañana,Puente Aranda,El Lago,Carrera 30 con Calle 127,Carrera 30,Calle 127,CAI Salitre,5,-74,Taxi,Público,Individual,Caida de ocupante,Caída de ocupante,Ninguno,Niebla,1,0,0
2023-01-16,2023,1,16,Enero,Lunes,1,0,7,Hora Pico Mañana,Puente Aranda,Olaya,Autopista Norte con Calle 45,Autopista Norte,Calle 45,CAI Chicó,5,-74,Taxi,Público,Individual,Varado,Otros,Ninguno,Lluvia,1,1,0
2024-11-09,2024,11,9,Noviembre,Sábado,4,0,0,Madrugada,Usaquén,7 de Agosto,Carrera 7 con Calle 53,Carrera 7,Calle 53,CAI Kennedy,5,-74,Taxi,Público,Individual,Atropello,Atropello,Ninguno,Niebla,1,0,0
2024-01-17,2024,1,17,Enero,Miércoles,1,0,7,Hora Pico Mañana,Bosa,Olaya,Avenida Américas con Calle 72,Avenida Américas,Calle 72,CAI Chicó,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Autolesionado,Autolesionado,Ninguno,Lluvia,1,2,0
2024-05-01,2024,5,1,Mayo,Miércoles,2,1,14,Hora Valle,Fontibón,Restrepo,Calle 26 con Carrera 15,Calle 26,Carrera 15,CAI Salitre,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Caída de objetos en vía,Otros,Árbol,Lluvia,1,0,0
2024-04-05,2024,4,5,Abril,Viernes,2,0,5,Hora Pico Mañana,Ciudad Bolívar,Juan Pablo II,Carrera 18 Sur con Calle 68 Sur,Carrera 18 Sur,Calle 68 Sur,CAI San Francisco,5,-74,Buseta,Público,Transporte Tradicional TPC,Choque con objeto fijo,Choque,Separador,Húmedo,1,0,0
2022-06-20,2022,6,20,Junio,Lunes,2,0,0,Madrugada,Tunjuelito,Salitre,Avenida Caracas con Carrera 15,Avenida Caracas,Carrera 15,CAI Suba,5,-74,Buseta,Público,Transporte Tradicional TPC,Choque simple,Choque,Ninguno,Lluvia,1,1,0
2024-01-09,2024,1,9,Enero,Martes,1,0,13,Hora Valle,Bosa,Américas,Calle 80 con Calle 72,Calle 80,Calle 72,CAI Rosario,5,-74,Bicicleta,No Aplica,No Aplica,Choque con lesionado,Choque,Ninguno,Niebla,1,0,0
2024-03-08,2024,3,8,Marzo,Viernes,1,0,3,Madrugada,Bosa,Patio Bonito,Calle 80 con Calle 63,Calle 80,Calle 63,CAI Kennedy,5,-74,Bicicleta,No Aplica,No Aplica,Volcamiento con lesionado,Volcamiento,Andén,Niebla,1,0,0
2022-04-15,2022,4,15,Abril,Viernes,2,1,14,Hora Valle,Usme,Yomasa,Avenida Caracas con Calle 76 Sur,Avenida Caracas,Calle 76 Sur,CAI Yomasa,5,-74,Bus SITP,Público,SITP Zonal,Choque con lesionado,Choque,Ninguno,Despejado,1,0,0
2022-04-26,2022,4,26,Abril,Martes,2,1,22,Noche,Kennedy,El Lago,Avenida Ciudad de Cali con Carrera 24,Avenida Ciudad de Cali,Carrera 24,CAI Kennedy,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Choque simple,Choque,Ninguno,Despejado,1,0,0
2022-05-10,2022,5,10,Mayo,Martes,2,0,13,Hora Valle,Chapinero,Galerías,Calle 80 con Calle 53,Calle 80,Calle 53,CAI Alhambra,5,-74,Bicicleta,No Aplica,No Aplica,Choque con objeto fijo,Choque,Poste,Despejado,1,0,0
2024-02-19,2024,2,19,Febrero,Lunes,1,0,17,Hora Pico Tarde,San Cristóbal,El Lago,Avenida Boyacá con Calle 6,Avenida Boyacá,Calle 6,CAI Salitre,5,-74,Bicicleta,No Aplica,No Aplica,Autolesionado,Autolesionado,Ninguno,Niebla,1,0,0
2022-03-16,2022,3,16,Marzo,Miércoles,1,0,11,Hora Valle,Ciudad Bolívar,Modelia,Carrera 7 con Calle 53,Carrera 7,Calle 53,CAI Restrepo,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Volcamiento,Volcamiento,Ninguno,Despejado,1,0,0
2024-05-07,2024,5,7,Mayo,Martes,2,0,10,Hora Valle,Barrios Unidos,San Fernando,Carrera 50 con Calle 72,Carrera 50,Calle 72,CAI San Fernando,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Choque con objeto fijo,Choque,Separador,Húmedo,1,1,0
2023-08-28,2023,8,28,Agosto,Lunes,3,0,14,Hora Valle,Bosa,Restrepo,Avenida Caracas con Carrera 24,Avenida Caracas,Carrera 24,CAI Salitre,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Caída de objetos en vía,Otros,Árbol,Húmedo,1,2,0
2024-01-31,2024,1,31,Enero,Miércoles,1,0,18,Hora Pico Tarde,Suba,Venecia,Avenida Boyacá con Calle 63,Avenida Boyacá,Calle 63,CAI Kennedy,5,-74,Buseta,Público,Transporte Tradicional TPC,Volcamiento con lesionado,Volcamiento,Andén,Despejado,1,0,0
2024-08-02,2024,8,2,Agosto,Viernes,3,0,23,Noche,Teusaquillo,El Rincón,Autopista Norte con Calle 72,Autopista Norte,Calle 72,CAI Suba,5,-74,Buseta,Público,Transporte Tradicional TPC,Choque con lesionado,Choque,Ninguno,Niebla,1,0,0
2023-09-05,2023,9,5,Septiembre,Martes,3,1,10,Hora Valle,Santa Fe,Niza,Calle 26 con Calle 53,Calle 26,Calle 53,CAI Alhambra,5,-74,Tractocamión,Particular,Carga Pesada,Atropello,Atropello,Ninguno,Lluvia,1,0,0
2025-04-16,2025,4,16,Abril,Miércoles,2,1,3,Madrugada,Los Mártires,Industrial,Avenida Ciudad de Cali con Carrera 50,Avenida Ciudad de Cali,Carrera 50,CAI Rosario,5,-74,Buseta,Público,Transporte Tradicional TPC,Volcamiento con lesionado,Volcamiento,Andén,Niebla,1,0,0
2022-02-28,2022,2,28,Febrero,Lunes,1,0,23,Noche,Usme,Alfonso López,Calle 91 Sur con Carrera 5 Este,Calle 91 Sur,Carrera 5 Este,CAI Alfonso López,5,-74,Automóvil particular,Particular,No Aplica,Choque con objeto fijo,Choque,Hidrante,Despejado,1,3,0
2024-04-16,2024,4,16,Abril,Martes,2,0,3,Madrugada,Los Mártires,Salitre,Avenida Boyacá con Calle 63,Avenida Boyacá,Calle 63,CAI Rosario,5,-74,Camión,Particular,Carga,Falla semafórica,Otros,Ninguno,Lluvia,1,2,0
2024-06-04,2024,6,4,Junio,Martes,2,0,20,Noche,Puente Aranda,El Lago,Calle 26 con Carrera 24,Calle 26,Carrera 24,CAI Suba,5,-74,Camión,Particular,Carga,Falla semafórica,Otros,Ninguno,Niebla,1,0,0
2025-07-11,2025,7,11,Julio,Viernes,3,0,4,Madrugada,Rafael Uribe Uribe,El Lago,Autopista Norte con Calle 63,Autopista Norte,Calle 63,CAI Rosario,5,-74,Camión,Particular,Carga,Falla semafórica,Otros,Ninguno,Húmedo,1,0,0
2024-03-17,2024,3,17,Marzo,Domingo,1,1,5,Hora Pico Mañana,Chapinero,El Lago,Calle 26 con Calle 72,Calle 26,Calle 72,CAI Salitre,5,-74,Motocicleta,Particular,No Aplica,Choque con objeto fijo,Choque,Separador,Húmedo,1,3,0
2024-10-27,2024,10,27,Octubre,Domingo,4,1,16,Hora Pico Tarde,Suba,Niza,Calle 13 con Calle 63,Calle 13,Calle 63,CAI Salitre,5,-74,Camión,Particular,Carga,Autolesionado,Autolesionado,Ninguno,Lluvia,1,2,0
2024-11-04,2024,11,4,Noviembre,Lunes,4,1,21,Noche,Suba,Villas de Granada,Carrera 7 con Carrera 50,Carrera 7,Carrera 50,CAI Venecia,5,-74,Camión,Particular,Carga,Falla semafórica,Otros,Ninguno,Despejado,1,0,0
2022-01-27,2022,1,27,Enero,Jueves,1,1,9,Hora Valle,Puente Aranda,Restrepo,Avenida Boyacá con Calle 127,Avenida Boyacá,Calle 127,CAI Chicó,5,-74,Buseta,Público,Transporte Tradicional TPC,Atropello con fatalidad,Atropello,Ninguno,Nocturna sin alumbrado,1,3,0
2023-10-03,2023,10,3,Octubre,Martes,4,0,21,Noche,Bosa,Toberín,Carrera 7 con Calle 72,Carrera 7,Calle 72,CAI Alhambra,5,-74,Bicicleta,No Aplica,No Aplica,Volcamiento,Volcamiento,Ninguno,Despejado,1,1,0
2022-04-24,2022,4,24,Abril,Domingo,2,1,6,Hora Pico Mañana,Santa Fe,El Rincón,Avenida Américas con Calle 100,Avenida Américas,Calle 100,CAI Kennedy,5,-74,Taxi,Público,Individual,Volcamiento,Volcamiento,Ninguno,Despejado,1,0,0
2024-03-14,2024,3,14,Marzo,Jueves,1,0,1,Madrugada,Puente Aranda,Arborizadora Alta,Avenida Américas con Calle 53,Avenida Américas,Calle 53,CAI Alhambra,5,-74,Taxi,Público,Individual,Volcamiento,Volcamiento,Ninguno,Despejado,1,0,0
2023-08-08,2023,8,8,Agosto,Martes,3,0,7,Hora Pico Mañana,Los Mártires,Industrial,Avenida Ciudad de Cali con Carrera 50,Avenida Ciudad de Cali,Carrera 50,CAI Rosario,5,-74,Camión,Particular,Carga,Varado,Otros,Ninguno,Niebla,1,0,0
2023-09-16,2023,9,16,Septiembre,Sábado,3,0,4,Madrugada,Fontibón,Restrepo,Avenida Américas con Carrera 24,Avenida Américas,Carrera 24,CAI Alhambra,5,-74,Tractocamión,Particular,Carga Pesada,Falla semafórica,Otros,Ninguno,Despejado,1,0,0
2024-07-14,2024,7,14,Julio,Domingo,3,1,6,Hora Pico Mañana,La Candelaria,Restrepo,Carrera 7 con Calle 127,Carrera 7,Calle 127,CAI Chicó,5,-74,Tractocamión,Particular,Carga Pesada,Atropello,Atropello,Ninguno,Despejado,1,2,0
2024-11-23,2024,11,23,Noviembre,Sábado,4,0,8,Hora Pico Mañana,Ciudad Bolívar,Olaya,Avenida Caracas con Calle 53,Avenida Caracas,Calle 53,CAI Alhambra,5,-74,Tractocamión,Particular,Carga Pesada,Falla semafórica,Otros,Ninguno,Despejado,1,0,0
2023-03-18,2023,3,18,Marzo,Sábado,1,0,8,Hora Pico Mañana,Santa Fe,Olaya,Calle 80 con Carrera 50,Calle 80,Carrera 50,CAI Alhambra,5,-74,Automóvil particular,Particular,No Aplica,Caida de ocupante,Caída de ocupante,Ninguno,Despejado,1,1,0
2025-06-17,2025,6,17,Junio,Martes,2,0,6,Hora Pico Mañana,Ciudad Bolívar,Industrial,Avenida Ciudad de Cali con Calle 6,Avenida Ciudad de Cali,Calle 6,CAI Salitre,5,-74,Buseta,Público,Transporte Tradicional TPC,Atropello,Atropello,Ninguno,Despejado,1,1,0
2022-10-01,2022,10,1,Octubre,Sábado,4,0,10,Hora Valle,Chapinero,Rosales,Carrera 5 con Calle 76,Carrera 5,Calle 76,CAI Rosales,5,-74,Tractocamión,Particular,Carga Pesada,Autolesionado,Autolesionado,Ninguno,Lluvia,1,1,0
2022-12-20,2022,12,20,Diciembre,Martes,4,0,2,Madrugada,Fontibón,Villas de Granada,Avenida Ciudad de Cali con Carrera 50,Avenida Ciudad de Cali,Carrera 50,CAI Venecia,5,-74,Buseta,Público,Transporte Tradicional TPC,Autolesionado,Autolesionado,Ninguno,Húmedo,1,0,0
2023-02-24,2023,2,24,Febrero,Viernes,1,0,18,Hora Pico Tarde,Chapinero,7 de Agosto,Avenida Américas con Calle 45,Avenida Américas,Calle 45,CAI Alhambra,5,-74,Bus SITP,Público,SITP Zonal,Choque con lesionado,Choque,Ninguno,Húmedo,1,3,0
2023-08-29,2023,8,29,Agosto,Martes,3,0,8,Hora Pico Mañana,Tunjuelito,Toberín,Carrera 7 con Carrera 50,Carrera 7,Carrera 50,CAI Rosario,5,-74,Bus SITP,Público,SITP Zonal,Atropello con fatalidad,Atropello,Ninguno,Húmedo,1,0,0
